Desmodus_rotundus	100.281	-405.832	-97.0556	-586.653	-25.7609	826.386	-765.679	44.6982	265.308	835.933	0	0	2.75348	7.91819	384.134	-2.90997	0	0	0	0	1.17466	0	575
Mormoops_blainvillei	70.2866	-414.82	-105.772	-588.546	-29.2177	830.758	-765.546	40.6101	271.954	824.428	0	0	2.7609	5.62045	384.664	-3.08206	0	0	0	0	1.13859	0	575
Noctilio_leporinus	91.4859	-413.972	-95.2364	-590.064	-25.3465	834.83	-768.885	52.457	263.818	826.796	0	0	2.75555	5.57977	391.338	-3.00658	0	0	0	0	1.76003	0	575
Hipposideros_armiger	95.5483	-412.324	-98.1636	-586.215	-26.3542	830.373	-763.192	47.6252	265.505	830.656	0	0	2.73522	6.66181	390.619	-3.48125	0	0	0	0	1.72342	0	575
Hipposideros_galeritus	74.2094	-416.067	-101.425	-590.914	-26.5401	828.277	-772.651	48.0428	273.691	823.952	0	0	2.78515	6.27532	385.895	-2.93287	0	0	0	0	1.71507	0	575
Rhinolophus_ferrumequinum	73.7397	-417.583	-106.37	-590.964	-27.1835	829.602	-771.025	45.7094	274.149	829.194	0	0	2.82216	7.48686	386.727	-3.67421	0	0	0	0	1.57648	0	575
Craseonycteris_thonglongyai	72.2943	-419.906	-101.691	-589.25	-24.1538	831.436	-769.264	44.4476	262.548	830.538	0	0	2.77394	6.27175	392.502	-3.33058	0	0	0	0	1.87423	0	575
Megaderma_lyra	63.7517	-419.193	-104.553	-589.761	-24.5894	827.322	-771.352	43.8567	264.712	829.675	0	0	2.79664	6.52971	389.727	-3.55283	0	0	0	0	1.86066	0	575
eptesicus_fuscus	165.447	-395.28	-100.363	-569.781	-27.4022	825.174	-731.421	67.6683	266.499	822.918	0	0	2.70176	6.49448	384.515	-3.21837	0	0	0	0	1.45818	0	574
miniopterus_natalensis	83.6323	-410.9	-105.106	-582.771	-26.3099	824.31	-758.257	43.0757	265.2	826.182	0	0	2.74994	7.24289	384.802	-3.68004	0	0	0	0	1.89731	0	575
miniopterus_schreibersii	88.3187	-416.597	-100.385	-592.294	-26.102	836.231	-772.812	51.4433	270.093	831.325	0	0	2.80885	6.47226	387.378	-3.58673	0	0	0	0	1.72153	0	575
molossus_molossus	75.2991	-413.515	-106.134	-589.329	-25.3148	831.587	-769.53	44.4108	267.966	826.942	0	0	2.79001	7.4355	391.62	-3.61562	0	0	0	0	1.60691	0	575
murina_aurata_feae	99.3086	-407.561	-91.856	-587.187	-25.7424	829.178	-766.785	43.4323	268.058	829.021	0	0	2.78553	7.06717	390.275	-2.11858	0	0	0	0	1.01552	0	574
myotis_brandtii	97.1087	-413.727	-100.736	-591.087	-27.3262	836.912	-769.228	46.5205	269.993	836.272	0	0	2.7893	7.61302	392.234	-2.60091	0	0	0	0	1.71334	0	574
myotis_davidii	112.773	-406.462	-91.3769	-588.275	-29.2738	832.112	-768.526	55.0396	273.262	832.045	0	0	1.12406	4.6771	393.045	-2.71183	0	0	0	0	1.13943	0	574
myotis_lucifugus	125.507	-386.479	-81.838	-563.554	-21.7539	798.043	-736.415	43.8175	247.075	816.884	0	0	2.83077	7.6122	379.392	-2.43494	0	0	0	0	1.71911	0	564
myotis_myotis	89.8625	-412.485	-92.0592	-590.766	-28.1816	831.984	-773.208	50.2732	271.781	823.938	0	0	2.77308	6.82556	390.693	-2.64472	0	0	0	0	1.63156	0	574
pipistrellus_kuhlii	88.1281	-413.861	-106.399	-597.062	-28.378	843.769	-777.331	47.4109	277.406	835.23	0	0	2.7215	5.61199	393.917	-2.90194	0	0	0	0	1.91167	0	575
pipistrellus_pipistrellus	82.7505	-417.782	-107.231	-592.874	-26.4672	836.613	-771.328	47.4042	276.891	829.92	0	0	2.75363	5.99929	390.745	-3.05263	0	0	0	0	1.90388	0	574
tadarida_brasiliensis	78.4229	-370.679	-84.3227	-517.369	-19.1166	729.61	-676.371	45.8815	233.338	736.437	0	0	0	3.6728	359.986	-3.38387	0	0	0	0	0.7264	0	514
Anoura_caudifer	76.6304	-398.781	-106.992	-595.046	-29.8587	843.092	-778.4	28.1978	274.624	830.434	0	0	2.8232	8.39189	389.59	-2.96689	0	0	0	0	1.11246	0	575
Artibeus_jamaicensis	87.822	-404.807	-98.2141	-597.555	-27.3566	844.868	-780.526	35.0162	274.113	830.789	0	0	2.78511	10.3837	389.019	-2.75348	0	0	0	0	1.0789	0	575
Artibeus_jamaicensis	87.822	-404.807	-98.2141	-597.555	-27.3566	844.868	-780.526	35.0162	274.113	830.789	0	0	2.78511	10.3837	389.019	-2.75348	0	0	0	0	1.0789	0	575
Cynopterus_brachyotis	79.9817	-398.432	-103.136	-595.36	-26.193	837.954	-779.208	27.9667	271.811	835.328	0	0	2.82472	8.60511	391.37	-3.28937	0	0	0	0	1.11139	0	575
Eidolon_helvum	97.7686	-383.311	-99.8582	-564.871	-24.316	803.333	-734.891	27.0902	255.34	809.968	0	0	2.82393	8.13012	367.264	-2.71842	0	0	0	0	1.04957	0	558
Eidolon_helvum	97.7686	-383.311	-99.8582	-564.871	-24.316	803.333	-734.891	27.0902	255.34	809.968	0	0	2.82393	8.13012	367.264	-2.71842	0	0	0	0	1.04957	0	558
Eonycteris_spelaea	77.1248	-389.442	-90.9554	-584.122	-24.5762	820.622	-766.205	29.9533	259.564	813.222	0	0	2.82548	8.2883	385.873	-3.34764	0	0	0	0	1.29825	0	554
Macrotus_californicus	67.3032	-413.468	-96.2645	-589.237	-26.5827	824.115	-770.943	45.3063	263.149	824.139	0	0	2.80104	5.95712	383.94	-3.17084	0	0	0	0	1.50313	0	575
Micronycteris_hirsuta	80.7372	-412.324	-93.3611	-589.157	-26.4515	826.141	-771.83	49.4839	262.518	826.694	0	0	2.79605	7.84138	389.926	-3.06541	0	0	0	0	1.45169	0	575
Tonatia_saurophila	80.6753	-411.559	-96.6351	-589.237	-25.7246	827.322	-770.508	46.5709	263.896	829.021	0	0	2.78983	6.07414	384.513	-2.91662	0	0	0	0	1.58182	0	575
Miniopterus_schreibersii	82.8561	-396.981	-103.465	-595.232	-26.3339	840.742	-778.591	27.8645	271.092	834.543	0	0	2.82445	8.54042	391.745	-3.25917	0	0	0	0	1.11146	0	575
Miniopterus_schreibersii	82.8561	-396.981	-103.465	-595.232	-26.3339	840.742	-778.591	27.8645	271.092	834.543	0	0	2.82445	8.54042	391.745	-3.25917	0	0	0	0	1.11146	0	575
Pteropus_alecto	84.4505	-396.85	-102.761	-594.002	-27.0344	840.077	-776.234	27.4403	269.943	834.46	0	0	2.82954	8.45019	390.128	-3.02352	0	0	0	0	1.15434	0	575
Phyllostomus_discolor	77.8674	-399.037	-109.366	-595.706	-29.1886	841.116	-779.686	25.9754	280.452	834.085	0	0	2.82816	8.20687	387.269	-3.09607	0	0	0	0	1.28289	0	574
Pteropus_giganteus	87.1304	-395.819	-99.8393	-595.042	-26.5713	841.361	-778.258	27.0429	271.014	833.862	0	0	2.82468	8.41594	392.6	-3.02229	0	0	0	0	1.16079	0	575
Pteropus_vampyrus	98.6847	-357.889	-90.4451	-531.293	-23.1859	754.344	-693.395	28.2124	239.558	762.44	0	0	2.78674	9.32982	333.984	-2.74621	0	0	0	0	0.969323	0	532
Rousettus_aegyptiacus	83.6807	-399.092	-102.174	-599.284	-26.3242	846.021	-783.884	29.2653	274.999	834.216	0	0	2.82441	9.12013	391.554	-3.1188	0	0	0	0	1.11163	0	575
Rousettus_leschenaultii	85.8591	-398.682	-101.868	-599.307	-26.4939	846.899	-783.663	29.2694	275.097	834.6	0	0	2.82493	9.06118	391.341	-3.15905	0	0	0	0	1.27996	0	575
Sturnira_hondurensis	82.7468	-404.244	-101.7	-598.12	-26.501	844.811	-782.579	36.1493	274.55	828.992	0	0	2.78521	10.2755	387.459	-2.7518	0	0	0	0	1.0789	0	575
