Craseonycteris_thonglongyai	20.3092	-211.745	-57.5842	-320.816	-13.9016	442.215	-418.526	12.2232	158.27	429.91	0	0	0	0.951156	160.168	-1.104	0	0	0	0	0.417489	0	298
Megaderma_lyra	11.284	-213.163	-58.7291	-324.945	-13.9201	445.666	-425.177	12.3661	157.558	431.558	0	0	0	0.957255	160.69	-1.30154	0	0	0	0	0.415663	0	298
Rhinolophus_ferrumequinum	23.1383	-211.758	-55.1575	-322.281	-13.4765	446.454	-420.55	14.6651	156.772	428.464	0	0	0	0.964066	161.813	-1.37107	0	0	0	0	0.414739	0	298
Hipposideros_armiger	10.2203	-215.13	-55.9696	-318.374	-14.338	437.327	-415.357	9.6697	152.543	430.05	0	0	0	0.82637	157.662	-1.43725	0	0	0	0	0.411136	0	298
Hipposideros_galeritus	14.9209	-211.915	-56.6074	-322.029	-14.3225	443.276	-420.282	12.153	156.115	428.755	0	0	0	0.895458	161.333	-1.52637	0	0	0	0	0.409172	0	298
Noctilio_leporinus	23.3909	-211.851	-55.2797	-316.741	-13.9631	438.478	-412.248	12.6521	152.988	429.483	0	0	0	1.09807	156.567	-1.63898	0	0	0	0	0.413854	0	298
Mormoops_blainvillei	17.8471	-213.419	-58.5671	-322.796	-15.8378	447.736	-419.421	10.0497	157.734	431.736	0	0	0	1.27822	160.105	-1.05825	0	0	0	0	0.412712	0	298
Pteropus_alecto	48.8086	-181	-49.795	-271.869	-12.9285	381.695	-351.184	21.6956	131.961	380.323	0	0	0	0.853443	125.797	-1.35956	0	0	0	0	0.416068	0	266
Desmodus_rotundus	29.1851	-210.362	-53.147	-316.558	-14.2174	437.223	-412.698	16.201	153.533	429.085	0	0	0	0.982516	157.391	-1.27029	0	0	0	0	0.414169	0	298
eptesicus_fuscus	12.2412	-212.293	-57.143	-323.21	-13.3016	445.353	-420.764	9.53753	156.182	427.714	0	0	0	0.924036	163.043	-1.12015	0	0	0	0	0.363136	0	298
lasiurus_borealis	20.7815	-212.887	-56.5346	-321.383	-13.5839	445.068	-418.568	13.4217	153.956	431.02	0	0	0	1.55759	162.034	-1.71208	0	0	0	0	0.4258	0	298
miniopterus_natalensis	27.1533	-208.648	-54.921	-319.797	-13.2035	440.82	-415.97	12.6896	156.552	429.169	0	0	0	1.083	161.305	-1.03219	0	0	0	0	0.41	0	298
miniopterus_schreibersii	19.5152	-212.49	-57.5511	-319.276	-13.1965	441.318	-415.245	12.6918	154.657	428.929	0	0	0	1.00576	158.555	-1.74332	0	0	0	0	0.415047	0	298
molossus_molossus	18.5781	-212.536	-55.6233	-324.322	-12.7165	447.58	-423.394	12.669	157.476	429.323	0	0	0	0.865909	162.356	-1.15092	0	0	0	0	0.407275	0	298
murina_aurata_feae	23.4703	-208.937	-52.1893	-317.689	-13.1887	439.548	-413.826	11.5881	151.587	426.232	0	0	0	1.07563	159.264	-1.13984	0	0	0	0	0.409826	0	298
myotis_brandtii	28.1307	-207.9	-53.6761	-318.161	-12.9426	439.397	-414.208	12.6929	154.33	428.364	0	0	0	0.917721	160.278	-1.09488	0	0	0	0	0.412247	0	298
myotis_davidii	27.4416	-210.301	-53.3334	-317.855	-12.9721	440.214	-413.935	13.9172	152.737	428.576	0	0	0	1.22425	159.278	-1.24965	0	0	0	0	0.418654	0	298
myotis_lucifugus	30.4272	-210.514	-54.5975	-314.11	-13.1358	435.485	-408.351	12.7786	154.397	428.128	0	0	0	0.99255	158.939	-1.05858	0	0	0	0	0.413574	0	298
myotis_myotis	26.4126	-211.277	-53.8322	-318.821	-13.1965	442.908	-414.393	11.6271	154.448	428.716	0	0	0	0.907601	161.255	-1.08591	0	0	0	0	0.411799	0	298
pipistrellus_kuhlii	15.7741	-214.435	-56.1777	-323.53	-14.2453	447.385	-419.819	12.4539	152.586	431.215	0	0	0	1.46422	160.823	-1.54432	0	0	0	0	0.422048	0	298
Anoura_caudifer	18.3443	-214.635	-51.7907	-322.377	-14.0598	442.954	-421	12.5109	153.124	433.182	0	0	0	1.07235	160.258	-1.12478	0	0	0	0	0.489128	0	298
Artibeus_jamaicensis	18.7439	-214.253	-57.7176	-321.749	-13.9733	443.61	-419.702	14.7144	155.533	431.85	0	0	0	1.13131	159.343	-1.11301	0	0	0	0	0.413019	0	298
Cynopterus_brachyotis	73.8592	-159.126	-38.6285	-229.358	-11.1529	331.573	-293.97	14.3252	109.341	350.864	0	0	0	0.74639	145.218	-0.982857	0	0	0	0	0.227993	0	249
Eidolon_helvum	26.9026	-214.043	-50.2074	-321.71	-13.9593	445.006	-419.213	14.4423	153.03	433.413	0	0	0	1.32549	160.082	-1.5895	0	0	0	0	0.408031	0	298
Eonycteris_spelaea	26.8651	-211.887	-49.8099	-323.77	-14.7571	448.489	-422.747	14.5348	152.924	433.879	0	0	0	1.01063	161.339	-1.48787	0	0	0	0	0.486244	0	298
Macrotus_californicus	20.2562	-211.942	-52.3643	-322.413	-14.7669	444.609	-420.841	13.2469	153.315	430.46	0	0	0	1.70999	158.281	-1.16433	0	0	0	0	0.406896	0	298
Micronycteris_hirsuta	11.167	-214.606	-54.3612	-321.611	-13.2526	441.108	-420.814	9.76786	153.067	431.616	0	0	0	0.964681	160.443	-1.12547	0	0	0	0	0.413871	0	298
Miniopterus_schreibersii	46.2644	-189.149	-51.0367	-288.498	-10.7048	407.007	-373.571	12.7781	137.713	401.484	0	0	0	1.27853	140.043	-1.39136	0	0	0	0	0.354502	0	280
Pteropus_alecto	29.491	-212.176	-51.4396	-320.092	-12.9911	443.168	-416.307	14.3013	152.674	431.864	0	0	0	1.67351	159.608	-1.61238	0	0	0	0	0.427749	0	298
Phyllostomus_discolor	15.0949	-213.184	-50.1777	-321.685	-14.4691	442.338	-421.191	11.2671	152.302	429.448	0	0	0	1.14786	159.098	-1.06436	0	0	0	0	0.362835	0	298
Pteropus_giganteus	28.5084	-210.961	-50.2614	-320.481	-13.3795	442.054	-417.75	15.3614	152.667	430.824	0	0	0	1.134	160.396	-1.11981	0	0	0	0	0.419009	0	298
Pteropus_vampyrus	24.1155	-211.846	-50.2233	-320.898	-13.3061	442.416	-418.319	12.8063	152.161	430.699	0	0	0	1.31246	160.547	-1.1178	0	0	0	0	0.431923	0	298
Rousettus_aegyptiacus	22.3323	-212.502	-50.6321	-321.36	-14.1416	444.443	-419.063	12.4962	152.237	430.892	0	0	0	1.0658	159.337	-1.52296	0	0	0	0	0.419818	0	298
Rousettus_leschenaultii	22.7472	-212.374	-50.8051	-321.433	-14.2869	444.659	-419.169	12.4204	152.202	431.572	0	0	0	1.065	159.248	-1.5239	0	0	0	0	0.419871	0	298
Sturnira_hondurensis	18.8247	-212.233	-50.577	-320.81	-14.0001	440.954	-419.86	12.7774	151.942	430.3	0	0	0	1.01072	159.416	-1.09339	0	0	0	0	0.41416	0	298
Tonatia_saurophila	12.5353	-215.492	-50.3514	-319.358	-13.6283	439.169	-417.404	10.1279	149.53	429.946	0	0	0	0.975772	157.983	-1.39172	0	0	0	0	0.411761	0	298
